;annee;region;prenom;nombre;pourcentage
2571;2011;Pays-de-la-Loire;NATHAN;356;1,93%
2572;2011;Picardie;NATHAN;246;2,73%
2573;2011;Poitou-Charentes;ENZO;163;2,47%
2574;2011;Provence-Alpes-Cote-d'Azur;GABRIEL;395;1,57%
2575;2011;Rhône-Alpes;LUCAS;571;1,70%
2576;2012;Alsace;NATHAN;183;2,03%
2577;2012;Aquitaine;LUCAS;298;2,09%
2578;2012;Auvergne;LUCAS;123;2,48%
2579;2012;Basse-Normandie;NATHAN;166;2,48%
2580;2012;Bourgogne;LUCAS;155;2,47%
2581;2012;Bretagne;ETHAN;267;1,74%
2582;2012;Centre;NATHAN;214;2,01%
2583;2012;Champagne-Ardenne;TIMÉO;136;2,42%
2584;2012;Corse;LISANDRU;29;2,70%
2585;2012;Franche-Comté;LOUIS;115;2,33%
2586;2012;Haute-Normandie;LUCAS;195;2,06%
2587;2012;Ile-de-France;ADAM;1483;1,88%
2588;2012;Languedoc-Roussillion;NATHAN;215;1,85%
2589;2012;Limousin;LUCAS;72;2,77%
2590;2012;Lorraine;NATHAN;251;2,43%
2591;2012;Midi-Pyrénées;GABRIEL;240;1,98%
2592;2012;Nord-Pas-de-Calais;LOUIS;464;1,79%
2593;2012;Outre-mer;ETHAN;234;1,72%
2594;2012;Pays-de-la-Loire;LUCAS;369;1,99%
2595;2012;Picardie;ENZO;206;2,34%
2596;2012;Poitou-Charentes;LUCAS;176;2,65%
2597;2012;Provence-Alpes-Cote-d'Azur;ADAM;427;1,69%
2598;2012;Rhône-Alpes;NATHAN;515;1,50%
2599;2013;Alsace;HUGO;194;2,11%
2600;2013;Aquitaine;LUCAS;289;2,05%
2601;2013;Auvergne;JULES;130;2,72%
2602;2013;Basse-Normandie;LOUIS;175;2,73%
2603;2013;Bourgogne;LUCAS;158;2,56%
2604;2013;Bretagne;HUGO;277;1,87%
2605;2013;Centre;LUCAS;221;2,15%
2606;2013;Champagne-Ardenne;LÉO;137;2,53%
2607;2013;Corse;LISANDRU;44;4,49%
2608;2013;Franche-Comté;HUGO;116;2,45%
2609;2013;Haute-Normandie;HUGO;198;2,21%
2610;2013;Ile-de-France;ADAM;1480;1,88%
2611;2013;Languedoc-Roussillion;ADAM;218;1,84%
2612;2013;Limousin;LUCAS;73;3,00%
2613;2013;Lorraine;LUCAS;206;2,07%
2614;2013;Midi-Pyrénées;LUCAS;229;1,92%
2615;2013;Nord-Pas-de-Calais;LOUIS;526;2,05%
2616;2013;Outre-mer;ETHAN;259;1,97%
2617;2013;Pays-de-la-Loire;LUCAS;363;1,97%
2618;2013;Picardie;NOLAN;198;2,30%
2619;2013;Poitou-Charentes;HUGO;154;2,38%
2620;2013;Provence-Alpes-Cote-d'Azur;ADAM;412;1,61%
2621;2013;Rhône-Alpes;LUCAS;586;1,75%
2622;2014;Alsace;LÉO;173;1,89%
2623;2014;Aquitaine;LUCAS;295;2,10%
2624;2014;Auvergne;JULES;111;2,35%
2625;2014;Basse-Normandie;RAPHAËL;163;2,62%
2626;2014;Bourgogne;HUGO;143;2,35%
2627;2014;Bretagne;LUCAS;290;2,00%
2628;2014;Centre;LUCAS;217;2,17%
2629;2014;Champagne-Ardenne;JULES;141;2,64%
2630;2014;Corse;BAPTISTE;35;3,29%
2631;2014;Franche-Comté;JULES;127;2,74%
2632;2014;Haute-Normandie;LÉO;172;1,98%
2633;2014;Ile-de-France;ADAM;1568;1,97%
2634;2014;Languedoc-Roussillion;ADAM;226;1,97%
2635;2014;Limousin;LUCAS;83;3,26%
2636;2014;Lorraine;JULES;228;2,31%
2637;2014;Midi-Pyrénées;LOUIS;240;1,98%
2638;2014;Nord-Pas-de-Calais;LOUIS;476;1,87%
2639;2014;Outre-mer;ETHAN;275;2,07%
2640;2014;Pays-de-la-Loire;JULES;332;1,86%
2641;2014;Picardie;HUGO;193;2,30%
2642;2014;Poitou-Charentes;LUCAS;145;2,37%
2643;2014;Provence-Alpes-Cote-d'Azur;GABRIEL;436;1,72%
2644;2014;Rhône-Alpes;LUCAS;527;1,55%
2645;2015;Alsace;LUCAS;156;1,76%
2646;2015;Aquitaine;GABRIEL;308;2,22%
2647;2015;Auvergne;LUCAS;115;2,50%
2648;2015;Basse-Normandie;RAPHAËL;155;2,56%
2649;2015;Bourgogne;JULES;147;2,47%
2650;2015;Bretagne;RAPHAËL;271;1,96%
2651;2015;Centre;JULES;232;2,41%
2652;2015;Champagne-Ardenne;JULES;145;2,82%
2653;2015;Corse;GABRIEL;31;3,15%
2654;2015;Franche-Comté;LÉO;99;2,21%
2655;2015;Haute-Normandie;JULES;179;2,05%
2656;2015;Ile-de-France;ADAM;1561;2,00%
2657;2015;Languedoc-Roussillion;JULES;206;1,83%
2658;2015;Limousin;LOUIS;81;3,31%
2659;2015;Lorraine;JULES;213;2,28%
2660;2015;Midi-Pyrénées;JULES;256;2,19%
2661;2015;Nord-Pas-de-Calais;LÉO;458;1,89%
2662;2015;Outre-mer;ETHAN;250;1,91%
2663;2015;Pays-de-la-Loire;JULES;384;2,23%
2664;2015;Picardie;HUGO;181;2,19%
2665;2015;Poitou-Charentes;JULES;144;2,55%
2666;2015;Provence-Alpes-Cote-d'Azur;GABRIEL;480;1,93%
2667;2015;Rhône-Alpes;GABRIEL;530;1,60%
